DATE,TIME,AUTHOR,TEXT,NONE,SMILES,INDICATOR,GIVING_ORIENTATION,GIVING_OPINION,QUESTION,REVOICE_CONTRIBUTION,EXPLANATION_CONTRIBUTION,SILLYNESS,FEEDBACKABLE,HELP_REQUEST,FEEDBACKABLE_UNSUPPORTED_PREDICTION,POSITIVITY,PREDICTION_CONTRIBUTION,TEASING,NEGATIVE,AFFIRMATIVE,REVOICABLE,ABUSE,SCIENCE,FEEDBACKABLE_EXPLANATION
01.01.1970,02.16.35,469CS9,joins the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.16.35,486CS9,joins the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.16.36,476CS9,joins the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.17.32,TUTOR,joins the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.17.40,TUTOR,"Hi, my name is Sage. I'll be working with you in this activity. Take a minute to introduce yourselves.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.17.40,486CS9,Hi sarah!!!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.17.46,469CS9,HI!!!!!!!!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.17.55,476CS9,"Wassup, this is Ashley",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.17.59,476CS9,lol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.18.10,486CS9,HEY GURL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.18.12,469CS9,trolololololololololololol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.18.20,476CS9,oh we got COUTNEY lolol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.18.25,TUTOR,"I won't tell you if you're right or wrong, but I'll give feedback as you discuss things as a team.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.18.33,476CS9,Sarahhhhhh!!!!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.18.40,TUTOR,Let's look at a setup which is the opposite of the one we saw earlier - the iodine is now inside and the starch is outside.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.18.44,TUTOR,leaves the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.18.56,469CS9,Who is sage?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.19.06,476CS9,idk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.19.26,486CS9,lolololol i used to have a fish named sage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
01.01.1970,02.19.38,486CS9,but it died...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
01.01.1970,02.19.39,476CS9,lol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.19.47,TUTOR,joins the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.19.50,476CS9,aweeee ):,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.19.56,486CS9,its okay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01.01.1970,02.19.57,486CS9,he was ugly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.20.02,TUTOR,"<< On the whiteboard, you can see a picture of this new setup.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.20.03,476CS9,lol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.20.14,476CS9,awee poor ugly thing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.20.15,TUTOR,<< Here's what happened in this setup over time.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.20.35,469CS9,Haha. your fish is back from the dead and hes talking to you.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
01.01.1970,02.20.37,TUTOR,Notice how the inside and outside environments changed. Why did these changes happen?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.21.20,486CS9,idk what to do guys,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.21.30,476CS9,me either!!!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.21.55,469CS9,Do we write it on the paper?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.22.12,486CS9,idk ill ask the guy that looks like jesus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01.01.1970,02.22.19,486CS9,sexy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.22.34,469CS9,Mmmmm....,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.22.40,476CS9,lol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.22.58,486CS9,THAT WAS BRANDON..,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
01.01.1970,02.23.08,486CS9,brandon finds him attractive apperantly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.31,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.32,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.32,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.33,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.33,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.33,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.34,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.34,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.34,486CS9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.34,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.35,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.35,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.35,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.35,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.36,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.36,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.36,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.36,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.37,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.37,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.37,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.37,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.38,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.38,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.38,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.38,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.39,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.40,486CS9,o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.52,486CS9,we do write on the paper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.23.59,469CS9,Haha. what did jesus say to do?,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.24.03,476CS9,These changes happen because the iodine changes it,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
01.01.1970,02.24.10,TUTOR,"Okay, team - in a moment we'll move to another set of experiments.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.24.15,469CS9,okay thanx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01.01.1970,02.24.23,476CS9,he said yes we could write on the paper if we wanna,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
01.01.1970,02.24.30,469CS9,8=====D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.24.34,TUTOR,"For these experiments, we'll use the same membrane, but with pure water on the outside and a glucose solution on the inside.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.24.36,469CS9,Hahah,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.24.50,476CS9,the iodine gets inside the starch,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01.01.1970,02.24.56,486CS9,lmao he was right next to me when you made that sarah!!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.25.04,TUTOR,Discuss the differences between glucose and starch molecules.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.25.07,476CS9,lol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.25.22,486CS9,he said we only do D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.25.57,TUTOR,We'll use the tube weight as an indicator for water movement.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.26.00,TUTOR,We'll also use *glucose test strips* to detect glucose in both environments.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.26.15,TUTOR,"<< On the whiteboard, you can see what happened in this setup over time.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.26.16,476CS9,the difference between the glocose and the starch is that glocose is different kinds of sugar bt the starch is basically food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01.01.1970,02.26.39,TUTOR,"The results with glucose are different than what you saw with starch - as a team, discuss and agree upon an explanation for these results.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.27.36,486CS9,we only have like 20 mins left :p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01.01.1970,02.27.56,486CS9,"so as soon as condition D comes up, we have to pay attention",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01.01.1970,02.28.16,469CS9,Okay 0_o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01.01.1970,02.28.32,476CS9,but he said we shuld juss b discussing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.28.58,486CS9,about what? the other problems?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.29.27,476CS9,glocose got heavier instead of gettin lighter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01.01.1970,02.29.34,476CS9,idk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.29.43,476CS9,ask jesus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.30.10,469CS9,I think your right,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.30.16,TUTOR,"Okay, everyone - let's move on to the last experiment.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.30.22,476CS9,okay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01.01.1970,02.30.23,486CS9,here comes D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.30.32,476CS9,lol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.30.37,TUTOR,"In this setup we have glucose solution on the outside, pure water on the inside.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.31.01,TUTOR,"What changes do you think you'll see in this condition? Agree on a prediction for what you'll observe over time, *and* an explanation that everyone understands.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.31.50,486CS9,"I think it might get lighter, since int he other experiments it also got lighter",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
01.01.1970,02.31.57,486CS9,in the*,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.32.16,469CS9,Yeah i think it does get lighter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
01.01.1970,02.32.24,476CS9,i agree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.32.45,486CS9,now we need to write down our hyothesis on our papers,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
01.01.1970,02.32.49,476CS9,i think it will continue on gettin lighter,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
01.01.1970,02.33.01,476CS9,i dont have a pencil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.33.12,486CS9,do we believe the package will get lighter?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01.01.1970,02.33.37,486CS9,the water bag i meant :p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.34.08,476CS9,also it didnt change colors because there is no glocose in the distiled water,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
01.01.1970,02.34.15,469CS9,It might get heavier because the sugar might get inside it. but im not sure.,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1
01.01.1970,19.34.32,TUTOR,So is 469CS9 saying ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.34.31,476CS9,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01.01.1970,02.34.39,TUTOR,"Make sure each of you is clear on your team's prediction and explanation, and write it in your worksheet.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.35.00,476CS9,okay.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01.01.1970,02.35.23,TUTOR,"All right, we're wrapping up. Thanks, team!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.35.34,476CS9,your welcome.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.35.53,469CS9,What are u guys gona wright for D?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.36.17,476CS9,i think it will b the same for the prediction as the fist observation,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
01.01.1970,02.36.50,476CS9,same as the first observation down on condition d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
06.03.2012,18.39.56,486CS9,"i wrote...'We believe the distilled water will decrease in time, but we are still undecided because since there is sugar involoved, it might get inside. But overall we believe by 24 hours it will increse in weight.",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1
01.01.1970,02.37.28,486CS9,derease*****,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.37.44,476CS9,i agree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.38.03,469CS9,Me 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.39.29,486CS9,leaves the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.39.31,476CS9,i wrote that in my own words,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.39.34,476CS9,leaves the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.42.08,469CS9,leaves the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,04.58.48,TUTOR,leaves the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
